transaction_id,product_id,customer_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date,address,postcode,state,country,property_valuation
3200,0,247,2017-01-21 00:00:00,True,Approved,WeareA2B,Standard,medium,small,175.89,131.92,37668,2 2nd Plaza,2283,NSW,Australia,4
3833,22,247,2017-06-17 00:00:00,False,Approved,Solex,Standard,medium,medium,575.27,431.45,34115,2 2nd Plaza,2283,NSW,Australia,4
5268,10,247,2017-02-26 00:00:00,False,Approved,Solex,Standard,medium,medium,1945.43,333.18,41922,2 2nd Plaza,2283,NSW,Australia,4
7140,33,247,2017-01-16 00:00:00,True,Approved,OHM Cycles,Road,medium,small,1810,1610.9,36498,2 2nd Plaza,2283,NSW,Australia,4
8582,59,247,2017-08-23 00:00:00,True,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,38002,2 2nd Plaza,2283,NSW,Australia,4
16,3,2961,2017-10-10 00:00:00,False,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,37873,8 Roxbury Way,3031,VIC,Australia,8
2140,15,2961,2017-04-19 00:00:00,True,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,40670,8 Roxbury Way,3031,VIC,Australia,8
7169,44,2961,2017-12-28 00:00:00,False,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,40672,8 Roxbury Way,3031,VIC,Australia,8
9656,39,2961,2017-11-01 00:00:00,False,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,40336,8 Roxbury Way,3031,VIC,Australia,8
11417,79,2961,2017-08-15 00:00:00,True,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,39298,8 Roxbury Way,3031,VIC,Australia,8
17882,53,2961,2017-10-25 00:00:00,False,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,40410,8 Roxbury Way,3031,VIC,Australia,8
17,79,2426,2017-04-03 00:00:00,False,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,38206,4 Becker Center,2145,NSW,Australia,10
302,42,2426,2017-03-17 00:00:00,True,Approved,OHM Cycles,Road,medium,small,1810,1610.9,36498,4 Becker Center,2145,NSW,Australia,10
1038,88,2426,2017-08-31 00:00:00,True,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,36833,4 Becker Center,2145,NSW,Australia,10
4030,71,2426,2017-08-23 00:00:00,False,Approved,Solex,Standard,high,large,1842.92,1105.75,37873,4 Becker Center,2145,NSW,Australia,10
10524,26,2426,2017-12-14 00:00:00,True,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,36334,4 Becker Center,2145,NSW,Australia,10
18,33,1842,2017-06-02 00:00:00,False,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,33888,9649 Cascade Way,2250,NSW,Australia,8
205,58,1842,2017-05-27 00:00:00,True,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,42295,9649 Cascade Way,2250,NSW,Australia,8
11117,30,1842,2017-03-17 00:00:00,False,Approved,Solex,Standard,high,medium,748.17,448.9,33552,9649 Cascade Way,2250,NSW,Australia,8
11878,48,1842,2017-05-03 00:00:00,False,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,41848,9649 Cascade Way,2250,NSW,Australia,8
18319,65,1842,2017-01-28 00:00:00,True,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,42145,9649 Cascade Way,2250,NSW,Australia,8
19,54,2268,2017-04-06 00:00:00,True,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,39915,9574 David Lane,3218,VIC,Australia,8
9775,74,2268,2017-11-25 00:00:00,True,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,36668,9574 David Lane,3218,VIC,Australia,8
9997,43,2268,2017-02-06 00:00:00,True,Approved,Solex,Standard,medium,medium,1151.96,649.49,36498,9574 David Lane,3218,VIC,Australia,8
13364,26,2268,2017-07-02 00:00:00,False,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,34115,9574 David Lane,3218,VIC,Australia,8
17143,80,2268,2017-04-07 00:00:00,False,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,35455,9574 David Lane,3218,VIC,Australia,8
17322,61,2268,2017-08-21 00:00:00,True,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,42172,9574 David Lane,3218,VIC,Australia,8
17662,59,2268,2017-02-17 00:00:00,False,Approved,Solex,Standard,medium,large,1061.56,733.58,34170,9574 David Lane,3218,VIC,Australia,8
18451,14,2268,2017-08-09 00:00:00,False,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,37838,9574 David Lane,3218,VIC,Australia,8
20,25,3002,2017-01-28 00:00:00,True,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,37337,673 Comanche Parkway,2470,NSW,Australia,2
232,30,3002,2017-08-04 00:00:00,False,Approved,Solex,Standard,high,medium,748.17,448.9,36361,673 Comanche Parkway,2470,NSW,Australia,2
4243,69,3002,2017-01-06 00:00:00,True,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,40553,673 Comanche Parkway,2470,NSW,Australia,2
4737,95,3002,2017-08-24 00:00:00,True,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,38002,673 Comanche Parkway,2470,NSW,Australia,2
5295,77,3002,2017-09-15 00:00:00,False,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,37873,673 Comanche Parkway,2470,NSW,Australia,2
5697,6,3002,2017-11-16 00:00:00,True,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,38216,673 Comanche Parkway,2470,NSW,Australia,2
16919,83,3002,2017-09-12 00:00:00,,Approved,Solex,Touring,medium,large,2083.94,675.03,38206,673 Comanche Parkway,2470,NSW,Australia,2
21,27,1582,2017-10-09 00:00:00,False,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,36334,85301 John Wall Road,2101,NSW,Australia,11
351,59,1582,2017-06-15 00:00:00,False,Approved,Solex,Standard,medium,large,1061.56,733.58,34170,85301 John Wall Road,2101,NSW,Australia,11
3358,79,1582,2017-06-21 00:00:00,False,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,37873,85301 John Wall Road,2101,NSW,Australia,11
6440,17,1582,2017-06-30 00:00:00,False,Approved,Solex,Standard,high,medium,1024.66,614.8,35378,85301 John Wall Road,2101,NSW,Australia,11
11239,59,1582,2017-11-05 00:00:00,False,Approved,Solex,Standard,medium,large,1061.56,733.58,34170,85301 John Wall Road,2101,NSW,Australia,11
22,37,595,2017-06-29 00:00:00,True,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,36361,0278 Elka Place,4305,QLD,Australia,4
6634,2,595,2017-05-18 00:00:00,True,Approved,Solex,Standard,medium,medium,71.49,53.62,41245,0278 Elka Place,4305,QLD,Australia,4
16365,1,595,2017-05-24 00:00:00,True,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,42688,0278 Elka Place,4305,QLD,Australia,4
23,37,2001,2017-04-08 00:00:00,True,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,42145,3 Bonner Point,2800,NSW,Australia,4
992,1,2001,2017-05-25 00:00:00,True,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,36833,3 Bonner Point,2800,NSW,Australia,4
8421,64,2001,2017-09-02 00:00:00,True,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,41922,3 Bonner Point,2800,NSW,Australia,4
13013,16,2001,2017-05-11 00:00:00,True,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,35560,3 Bonner Point,2800,NSW,Australia,4
14091,35,2001,2017-06-10 00:00:00,False,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,37698,3 Bonner Point,2800,NSW,Australia,4
14220,77,2001,2017-10-05 00:00:00,False,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,34556,3 Bonner Point,2800,NSW,Australia,4
16554,62,2001,2017-01-10 00:00:00,True,Approved,Solex,Standard,medium,medium,478.16,298.72,41701,3 Bonner Point,2800,NSW,Australia,4
18120,58,2001,2017-05-21 00:00:00,True,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,34556,3 Bonner Point,2800,NSW,Australia,4
24,82,515,2017-10-18 00:00:00,False,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,42404,12845 Paget Lane,2026,NSW,Australia,12
2096,34,515,2017-08-09 00:00:00,,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,38216,12845 Paget Lane,2026,NSW,Australia,12
5143,11,515,2017-03-19 00:00:00,True,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,40303,12845 Paget Lane,2026,NSW,Australia,12
5281,34,515,2017-01-10 00:00:00,False,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,38216,12845 Paget Lane,2026,NSW,Australia,12
6812,0,515,2017-04-24 00:00:00,False,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,37874,12845 Paget Lane,2026,NSW,Australia,12
7667,72,515,2017-12-16 00:00:00,False,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,42295,12845 Paget Lane,2026,NSW,Australia,12
11262,38,515,2017-07-19 00:00:00,True,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,41167,12845 Paget Lane,2026,NSW,Australia,12
14006,14,515,2017-12-03 00:00:00,True,Approved,Solex,Standard,high,large,1842.92,1105.75,34996,12845 Paget Lane,2026,NSW,Australia,12
16357,67,515,2017-06-12 00:00:00,True,Approved,Solex,Standard,medium,large,1071.23,380.74,35160,12845 Paget Lane,2026,NSW,Australia,12
25,89,2822,2017-06-11 00:00:00,False,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,34079,99216 Oakridge Hill,3124,VIC,Australia,12
2083,74,2822,2017-01-27 00:00:00,False,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,36668,99216 Oakridge Hill,3124,VIC,Australia,12
3910,37,2822,2017-12-19 00:00:00,False,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,36361,99216 Oakridge Hill,3124,VIC,Australia,12
5748,91,2822,2017-06-10 00:00:00,True,Approved,Solex,Standard,medium,medium,100.35,75.26,36367,99216 Oakridge Hill,3124,VIC,Australia,12
